nom,ID,pays,discipline,année,médaille,saison
David John Morris,163875,Australia,Freestyle Skiing,2014,1,Winter
David Johnny Oduya,175194,Sweden,Ice Hockey,2014,1,Winter
David Kreiner,126819,Austria,Nordic Combined,2010,1,Winter
David Ludovic George Hopetoun Carnegie,175288,Great Britain,Skeleton,1928,1,Winter
"David Mark ""Dave"" Silk",219889,United States,Ice Hockey,1980,1,Winter
David Mller,161712,Germany,Luge,2010,1,Winter
David Moravec,163020,Czech Republic,Ice Hockey,1998,1,Winter
David Murdoch,166202,Great Britain,Curling,2014,1,Winter
"David Patrick ""Dave"" Hannan",90025,Canada,Ice Hockey,1992,1,Winter
David Vborn,255170,Czech Republic,Ice Hockey,2006,1,Winter
David Wilkinson Jenkins,107404,United States,Figure Skating,1956,2,Winter
"David William ""Dave"" Christian",41254,United States,Ice Hockey,1980,1,Winter
David Wise,262050,United States,Freestyle Skiing,2014,1,Winter
Dawn McEwen (Askin-),154393,Canada,Curling,2014,1,Winter
Dborah Jessica Anthonioz,8161,France,Snowboarding,2010,1,Winter
Dean Martin Ward,257045,Great Britain,Bobsleigh,1998,1,Winter
"Deborah ""Debbi"" Wilkes (-Darroch)",260725,Canada-1,Figure Skating,1964,1,Winter
"Deborah ""Debbie"" Knox",121817,Great Britain,Curling,2002,1,Winter
Deborah Compagnoni,43842,Italy,Alpine Skiing,1992,4,Winter
"Debra Janine ""Debi"" Thomas",238929,United States,Figure Skating,1988,1,Winter
"Debra Rae ""Debbie"" Armstrong",9390,United States,Alpine Skiing,1984,1,Winter
Deidra Rae Dionne,56012,Canada,Freestyle Skiing,2002,1,Winter
Delphyne Heymann-Burlet,95541,France,Biathlon,1994,1,Winter
Delphyne Peretto,185474,France,Biathlon,2006,1,Winter
Denis Alekseyevich Petrov,187235,Unified Team-2,Figure Skating,1992,1,Winter
Denis Louis Vaucher,250618,Switzerland,Military Ski Patrol,1924,1,Winter
Denis Yuryevich Ten,237553,Kazakhstan,Figure Skating,2014,1,Winter
Denise Herrmann,95127,Germany,Cross Country Skiing,2014,1,Winter
Denny Morrison,163952,Canada,Speed Skating,2006,4,Winter
Derek Christopher Mayer,153375,Canada,Ice Hockey,1994,1,Winter
Derek Parra,182561,United States,Speed Skating,2002,2,Winter
Derrick Nathan Campbell,34352,Canada,Short Track Speed Skating,1998,1,Winter
Detlef Richter,200331,East Germany-2,Bobsleigh,1980,1,Winter
Dettlef Gnther,86631,East Germany,Luge,1976,1,Winter
Devin Logan,141589,United States,Freestyle Skiing,2014,1,Winter
Diane Nelson (-Dezura),169449,Canada,Curling,2002,1,Winter
Diann Roffe-Steinrotter,202935,United States,Alpine Skiing,1992,2,Winter
Dianne Margaret de Leeuw,51254,Netherlands,Figure Skating,1976,1,Winter
Dianne Mary Holum,98028,United States,Speed Skating,1968,4,Winter
Didier Bouvet,27315,France,Alpine Skiing,1984,1,Winter
Didier Cuche,46901,Switzerland,Alpine Skiing,1998,1,Winter
Didier Dfago,52513,Switzerland,Alpine Skiing,2010,1,Winter
Diego Perren,186029,Switzerland,Curling,1998,1,Winter
Dieter Speer,226280,East Germany,Biathlon,1972,1,Winter
Dieter Thoma,238859,Germany,Ski Jumping,1994,3,Winter
Dietmar Schauerhammer,212380,East Germany-2,Bobsleigh,1984,3,Winter
Dmitry Anatolyevich Dorofeyev,57688,Russia,Speed Skating,2006,1,Winter
Dmitry Matveyevich Ukolov,246062,Soviet Union,Ice Hockey,1956,1,Winter
Dmitry Olegovich Mironov,159993,Unified Team,Ice Hockey,1992,2,Winter
Dmitry Semyonovich Yaparov,265056,Russia,Cross Country Skiing,2014,1,Winter
Dmitry Sergeyevich Yushkevich,266907,Unified Team,Ice Hockey,1992,2,Winter
Dmitry Vladimirovich Dashchinsky,49405,Belarus,Freestyle Skiing,1998,2,Winter
Dmitry Vladimirovich Malyshko,147921,Russia,Biathlon,2014,1,Winter
Dmitry Vladimirovich Sovolyov,225898,Russia,Figure Skating,2014,1,Winter
Dmitry Vladimirovich Vasilyev,250440,Soviet Union,Biathlon,1984,2,Winter
Dmitry Vyacheslavovich Trunenkov,243846,Russia-1,Bobsleigh,2014,1,Winter
Domenico Semeraro,216221,Switzerland-1,Bobsleigh,1994,1,Winter
Dominic Andres,7358,Switzerland,Curling,1998,1,Winter
Dominik Haek,91562,Czech Republic,Ice Hockey,1998,2,Winter
Dominik Landertinger,131754,Austria,Biathlon,2010,3,Winter
Dominik Windisch,261735,Italy,Biathlon,2014,1,Winter
Dominique Gisin,79959,Switzerland,Alpine Skiing,2014,1,Winter
Dominique Maltais,147857,Canada,Snowboarding,2006,2,Winter
"Donald Brian ""Don"" Bartlett",15364,Canada,Curling,2002,1,Winter
"Donald Charles ""Don"" Head",92665,Canada,Ice Hockey,1960,1,Winter
"Donald Edmond ""Don"" Rigazio",200678,United States,Ice Hockey,1956,1,Winter
"Donald Francis ""Don"" Whiston",259590,United States,Ice Hockey,1952,1,Winter
"Donald George ""Don"" Jackson",104914,Canada,Figure Skating,1960,1,Winter
"Donald J. ""Don"" Walchuk",255732,Canada,Curling,2002,1,Winter
"Donald Joseph ""Don"" McDermott",154218,United States,Speed Skating,1952,1,Winter
"Donald Stephen ""Don"" Rope",204090,Canada,Ice Hockey,1956,2,Winter
"Donald Valentine ""Don"" Gauf",77024,Canada,Ice Hockey,1952,1,Winter
"Donald Victor ""Don"" Dupree, Sr.",60064,United States-1,Bobsleigh,1948,1,Winter
Donat Acklin,1254,Switzerland-1,Bobsleigh,1992,4,Winter
Donna L. Weinbrecht,258358,United States,Freestyle Skiing,1992,1,Winter
Doriane Monique Vidal,252327,France,Snowboarding,2002,1,Winter
Doris Neuner,170127,Austria,Luge,1992,1,Winter
"Dorothea ""Thea"" Hochleitner (Seer-)",96774,Austria,Alpine Skiing,1956,1,Winter
Dorothea Wierer,260243,Italy,Biathlon,2014,1,Winter
"Dorothy Stuart Hamill (-Martin, -Forsythe)",89304,United States,Figure Skating,1976,1,Winter
Dorthe Elisabeth Holm,97660,Denmark,Curling,1998,1,Winter
Doug Sharp,217637,United States-2,Bobsleigh,2002,1,Winter
"Douglas Daniel ""Doug"" Weight",258283,United States,Ice Hockey,2002,1,Winter
"Douglas Newton ""Doug"" Everett",65469,United States,Ice Hockey,1932,1,Winter
"Douglas Thomas ""Doug"" Anakin",6466,Canada-1,Bobsleigh,1964,1,Winter
Drahomr Kadlec,111758,Czechoslovakia,Ice Hockey,1992,1,Winter
Drew Doughty,57982,Canada,Ice Hockey,2010,2,Winter
Drius Rusnk,206354,Czechoslovakia,Ice Hockey,1984,1,Winter
Duan Paek,182830,Czechoslovakia,Ice Hockey,1984,1,Winter
Duff Gibson,79106,Canada,Skeleton,2006,1,Winter
"Duncan Brown ""Dunc"" Munro",165968,Canada,Ice Hockey,1924,1,Winter
Duncan Keith,115339,Canada,Ice Hockey,2010,2,Winter
Dustin James Brown,30046,United States,Ice Hockey,2010,1,Winter
Dylan Moscovitch,164125,Canada,Figure Skating,2014,1,Winter
Eberhard Rsch,204227,East Germany,Biathlon,1980,2,Winter
Eberhard Weise,258482,East Germany-2,Bobsleigh,1984,1,Winter
Ede Kirly,119761,Hungary-1,Figure Skating,1948,1,Winter
Edgar Alain Grospiron,85113,France,Freestyle Skiing,1992,2,Winter
Edgar Brenchley,28822,Great Britain,Ice Hockey,1936,1,Winter
Edi Rada,195402,Austria,Figure Skating,1948,1,Winter
Edith Zimmermann (-Rhomberg),269858,Austria,Alpine Skiing,1964,1,Winter
"Edmund ""Edy"" Bruggmann",30434,Switzerland,Alpine Skiing,1972,1,Winter
"Edmund Carlton ""Ed"" Horton",98882,United States-2,Bobsleigh,1932,1,Winter
"Eduard ""Edi"" Hauser",92128,Switzerland,Cross Country Skiing,1972,1,Winter
"Eduard ""Edy"" Hubacher",100171,Switzerland-1,Bobsleigh,1972,2,Winter
Eduard Georgiyevich Ivanov,104335,Soviet Union,Ice Hockey,1964,1,Winter
Eduard Novk,173303,Czechoslovakia,Ice Hockey,1972,2,Winter
Eduard Scherrer,212652,Switzerland-1,Bobsleigh,1924,1,Winter
Eduard Uvra,246979,Czechoslovakia,Ice Hockey,1984,1,Winter
"Eduardo C. ""Eddy"" Alvarez",5568,United States,Short Track Speed Skating,2014,1,Winter
"Edward ""Ed"" Jovanovski",110808,Canada,Ice Hockey,2002,1,Winter
Edward Bruce Pitblado,189577,Great Britain,Ice Hockey,1924,1,Winter
"Edward Charles ""Ed"" Podivinsky",190332,Canada,Alpine Skiing,1994,1,Winter
Edward Felix Norton,173124,Great Britain,Alpinism,1924,1,Winter
"Edward Horace ""Ed"" Sampson",209199,United States,Ice Hockey,1956,1,Winter
"Edward Lisle ""Bill"" Strutt",230913,Great Britain,Alpinism,1924,1,Winter
"Edward Patrick Francis ""Eddie"" Eagan",60853,United States-1,Bobsleigh,1932,1,Winter
"Edward S. ""Eddie"" Murphy",166303,United States,Speed Skating,1932,1,Winter
"Edward Wiliam ""Ed"" Rimkus",200850,United States-2,Bobsleigh,1948,1,Winter
"Edwin Hartwell ""Ted"" Frazier",72575,United States,Ice Hockey,1932,1,Winter
"Edwyn Robert ""Bob"" Owen",179527,United States,Ice Hockey,1960,1,Winter
Edy Reinalter,198674,Switzerland,Alpine Skiing,1948,1,Winter
Edy Sixten Jernberg,108092,Sweden,Cross Country Skiing,1956,9,Winter
Eero Antero Mntyranta,148794,Finland,Cross Country Skiing,1960,7,Winter
Eero Johannes Kolehmainen,122975,Finland,Cross Country Skiing,1952,1,Winter
Eeva Ruoppa (Saarainen-),206213,Finland,Cross Country Skiing,1960,1,Winter
Eevi Maria Huttunen (-Pirinen),101484,Finland,Speed Skating,1960,1,Winter
"Egbert Rolf ""Erben"" Wennemars",258950,Netherlands,Speed Skating,2006,2,Winter
Egil Gjelland,80086,Norway,Biathlon,1998,2,Winter
Egon Zimmermann,269861,Austria,Alpine Skiing,1964,1,Winter
Eigil Ramsfjell,196754,Norway,Curling,1998,1,Winter
Eija Marita Hyytiinen (-Ristanen),101771,Finland,Cross Country Skiing,1984,1,Winter
Einar Sagstuen,207802,Norway,Cross Country Skiing,1976,1,Winter
Einar stby,178870,Norway,Cross Country Skiing,1960,1,Winter
Eirik Kvalfoss,129973,Norway,Biathlon,1984,3,Winter
Ekaterina Stefanova Dafovska (-Prodanova),48108,Bulgaria,Biathlon,1998,1,Winter
Ekkehard Fasser,66859,Switzerland-1,Bobsleigh,1988,1,Winter
Elana Alessandra Meyers (-Taylor),157861,United States-2,Bobsleigh,2010,2,Winter
"Elbridge Baker Ross, Jr.",204565,United States,Ice Hockey,1936,1,Winter
Elena Viviani,253489,Italy,Short Track Speed Skating,2014,1,Winter
"Elfriede ""Elfi"" Eder (-Rudolf)",61275,Austria,Alpine Skiing,1994,1,Winter
Elin Nilsen,171830,Norway,Cross Country Skiing,1992,3,Winter
Elis Wiklund,260493,Sweden,Cross Country Skiing,1936,1,Winter
"Elisabeth ""Sissy"" Schwarz (-Bollenberger)",214866,Austria-1,Figure Skating,1956,1,Winter
Elisabeth Demleitner (-Seitz),53614,West Germany,Luge,1976,1,Winter
Elisabeth Grgl,82371,Austria,Alpine Skiing,2010,2,Winter
"Elizabeth ""Lisa"" Brown-Miller",30216,United States,Ice Hockey,1998,1,Winter
Elizabeth Ann Manley-Theobald,148452,Canada,Figure Skating,1988,1,Winter
"Elizabeth Anne ""Lizzy"" Yarnold",265079,Great Britain,Skeleton,2014,1,Winter
"Elizabeth Geary ""Liz"" McIntyre",154659,United States,Freestyle Skiing,1994,1,Winter
"Elizabeth Lee ""Beth"" Heiden (-Reid)",93196,United States,Speed Skating,1980,1,Winter
Elvis Stojko,229840,Canada,Figure Skating,1994,2,Winter
Elwira Teresa Seroczyska (Potapowicz-),216771,Poland,Speed Skating,1960,1,Winter
Elza Truma (-Cauce),240453,Latvia,Luge,2014,1,Winter
Emelie Anna Berggren,19895,Sweden,Ice Hockey,2002,1,Winter
Emese Nemeth-Hunyady (-Jrvinen),169605,Austria,Speed Skating,1992,3,Winter
Emil Bergman,19972,Sweden,Ice Hockey,1928,1,Winter
Emil Handschin,89872,Switzerland,Ice Hockey,1948,1,Winter
Emil Hegle Svendsen,233081,Norway,Biathlon,2010,5,Winter
Emilie Louise O'Konor,175819,Sweden,Ice Hockey,2006,1,Winter
Emlia Rotter (-Szmolr),204940,Hungary-1,Figure Skating,1932,2,Winter
Emma Christina Wikn,260490,Sweden,Cross Country Skiing,2014,1,Winter
Emma Kriistina Laaksonen-Terho,130353,Finland,Ice Hockey,1998,2,Winter
Emma Maria Josefin Eliasson,62970,Sweden,Ice Hockey,2006,1,Winter
Emmanuel Hostache,99153,France,Bobsleigh,1998,1,Winter
Enni Eriika  Rukajrvi,206046,Finland,Snowboarding,2014,1,Winter
Enrico Fabris,65788,Italy,Speed Skating,2006,3,Winter
Enrico Khn,128513,Germany-2,Bobsleigh,2002,1,Winter
Erhard Keller,115493,West Germany,Speed Skating,1968,2,Winter
Eric Arthur Heiden,93199,United States,Speed Skating,1980,5,Winter
Eric Bergoust,20016,United States,Freestyle Skiing,1998,1,Winter
Eric Bryan Lindros,139886,Canada,Ice Hockey,1992,2,Winter
Eric Charles Brewer,29012,Canada,Ice Hockey,2002,1,Winter
Eric Craig Staal,227070,Canada,Ice Hockey,2010,1,Winter
Eric Dudley Carruthers,36186,Great Britain,Ice Hockey,1924,1,Winter
Eric Evan Paterson,183099,Canada,Ice Hockey,1952,1,Winter
Eric Frenzel,72973,Germany,Nordic Combined,2010,3,Winter
"Eric J. ""E.J."" Harnden",90971,Canada,Curling,2014,1,Winter
Eric Joseph Flaim,70107,United States,Short Track Speed Skating,1994,1,Winter
Eric Joseph Flaim,70099,United States,Speed Skating,1988,1,Winter
Eric Martin Strobel,230699,United States,Ice Hockey,1980,1,Winter
Eric Radford,195492,Canada,Figure Skating,2014,1,Winter
Erich Khnhackl,128564,West Germany,Ice Hockey,1976,1,Winter
Erich Otto Friedrich Herker,94659,Germany,Ice Hockey,1932,1,Winter
Erich Rmer,203751,Germany,Ice Hockey,1932,1,Winter
Erich Schrer,212335,Switzerland-1,Bobsleigh,1976,4,Winter
Erich Weishaupt,258514,West Germany,Ice Hockey,1976,1,Winter
Erik August Larsson,132856,Sweden,Cross Country Skiing,1936,2,Winter
Erik Benny Sdergren,224380,Sweden,Cross Country Skiing,1976,1,Winter
Erik Daniel Sedin,215431,Sweden,Ice Hockey,2006,2,Winter
Erik Gunnar Johansson,109106,Sweden,Ice Hockey,1952,1,Winter
Erik Jakob Silfverberg (Ekstrm-),219855,Sweden,Ice Hockey,2014,1,Winter
Erik Lesser,137261,Germany,Biathlon,2014,2,Winter
Erik Mikael Lfgren,141552,Sweden,Biathlon,1992,2,Winter
Erik Oskar Severin,216999,Sweden,Curling,1924,1,Winter
Erik Pausin,183532,Austria-1,Figure Skating,1936,1,Winter
Erik Robert Johnson,109521,United States,Ice Hockey,2010,1,Winter
Erik Stein Johnsen,109394,Norway,Ski Jumping,1988,2,Winter
Erik Sven-Gunnar Karlsson,113754,Sweden,Ice Hockey,2014,1,Winter
Erik Waldemar Larsson,132855,Sweden,Ice Hockey,1928,1,Winter
Erik ke Lassas,133045,Sweden,Ice Hockey,1952,1,Winter
Erika Hess (-Reymond),95289,Switzerland,Alpine Skiing,1980,1,Winter
Erika Lechner (-Tauber-),134464,Italy,Luge,1968,1,Winter
Erika Lyn Lawler,133664,United States,Ice Hockey,2010,1,Winter
Erika Mahringer (-Spie),146668,Austria,Alpine Skiing,1948,2,Winter
Erin Mullady Hamlin,89374,United States,Luge,2014,1,Winter
Erin Pac (-Blumert),179831,United States-2,Bobsleigh,2010,1,Winter
Erkki Juhani Laine,131120,Finland,Ice Hockey,1988,1,Winter
Erkki Tapani Lehtonen,136022,Finland,Ice Hockey,1988,1,Winter
Erling Evensen,65446,Norway,Cross Country Skiing,1948,1,Winter
Erling Jevne,108222,Norway,Cross Country Skiing,1998,2,Winter
Erling Martin Jonny Nilsson,171954,Sweden,Speed Skating,1964,1,Winter
"Ernest John ""Ernie"" Collett",43478,Canada,Ice Hockey,1924,1,Winter
Ernst Baier,12600,Germany,Figure Skating,1936,2,Winter
Ernst Good,82067,Switzerland,Alpine Skiing,1976,1,Winter
Ernst Hinterseer,96227,Austria,Alpine Skiing,1960,2,Winter
"Ernst Kpf, Sr.",124052,West Germany,Ice Hockey,1976,1,Winter
Ernst Reiter,198795,West Germany,Biathlon,1984,2,Winter
Ernst Vettori,252099,Austria,Ski Jumping,1992,2,Winter
Ernst Wilhelm Ludvig Karlberg,113688,Sweden,Ice Hockey,1928,1,Winter
Erwin Thaler,238277,Austria-1,Bobsleigh,1964,2,Winter
Esa Juhani Keskinen,116400,Finland,Ice Hockey,1988,2,Winter
Esa Kalervo Tikkanen,240125,Finland,Ice Hockey,1998,1,Winter
Esa Veikko Antero Kankkonen,113011,Finland,Ski Jumping,1964,2,Winter
Esko Raimo Saira,208010,Finland,Biathlon,1972,2,Winter
Espen Odd Bredesen,28658,Norway,Ski Jumping,1994,2,Winter
Ethel M. Muckelt,164964,Great Britain,Figure Skating,1924,1,Winter
"Eugene ""Gene"" Grazia",83716,United States,Ice Hockey,1960,1,Winter
"Eugene Edward ""Gene"" Campbell",34364,United States,Ice Hockey,1956,1,Winter
Eugenio Monti,162439,Italy-2,Bobsleigh,1956,6,Winter
Eva Cathrine Lindahl (Norberg-),139469,Sweden,Curling,2006,2,Winter
Eva Maria Lund (-Eriksson),143945,Sweden,Curling,2006,2,Winter
Eva Pawlik (-Seeliger),183782,Austria,Figure Skating,1948,1,Winter
Eva Samkov,209126,Czech Republic,Snowboarding,2014,1,Winter
Eva Therese Sjlander,221908,Sweden,Ice Hockey,2002,2,Winter
Evan Frank Lysacek,144807,United States,Figure Skating,2010,1,Winter
Eve Muirhead,165146,Great Britain,Curling,2014,1,Winter
Evelina Louise Samuelsson,209275,Sweden,Ice Hockey,2002,1,Winter
Evelina Raselli,197116,Switzerland,Ice Hockey,2014,1,Winter
Evelyne Leu,137366,Switzerland,Freestyle Skiing,2006,1,Winter
Evgeniya Nikolova Radanova,195425,Bulgaria,Short Track Speed Skating,2002,3,Winter
Evi Sachenbacher-Stehle,207451,Germany,Cross Country Skiing,2002,5,Winter
Ewald Walch,255718,Austria-1,Luge,1968,1,Winter
Fabian Gerard Joseph,110633,Canada,Ice Hockey,1992,2,Winter
Fabian Riele,200633,Germany,Nordic Combined,2014,2,Winter
Fabienne Reuteler,199416,Switzerland,Snowboarding,2002,1,Winter
Fabio Carta,36253,Italy,Short Track Speed Skating,2002,1,Winter
Fabio Maj,146888,Italy,Cross Country Skiing,1998,2,Winter
Fabrice Jean-Marie Guy,87237,France,Nordic Combined,1992,2,Winter
Falko Zandstra,267695,Netherlands,Speed Skating,1992,2,Winter
Fan Kexin,66365,China,Short Track Speed Skating,2014,1,Winter
Fanny Welle-Strand Horn (-Birkeland),98710,Norway,Biathlon,2014,1,Winter
Felix Endrich,63612,Switzerland-2,Bobsleigh,1948,1,Winter
Felix Gottwald,82719,Austria,Nordic Combined,2002,7,Winter
Felix Kaspar,114297,Austria,Figure Skating,1936,1,Winter
Felix Loch,141390,Germany,Luge,2010,3,Winter
Feng Kai,67708,China,Short Track Speed Skating,1998,2,Winter
Ferdinand Cattini,37116,Switzerland,Ice Hockey,1948,1,Winter
Ferenc Vozar,254870,West Germany,Ice Hockey,1976,1,Winter
Fernand Henri Jean Cournollet,45470,France,Curling,1924,1,Winter
Fernande Bochatay (-Frank),23856,Switzerland,Alpine Skiing,1968,1,Winter
Ferrol Cannard,34777,France,Biathlon,2006,1,Winter
Filip Kuba,127986,Czech Republic,Ice Hockey,2006,1,Winter
Filipp Yevgenyevich Yegorov,265326,Russia-1,Bobsleigh,2006,1,Winter
Finn Christian Jagge,105392,Norway,Alpine Skiing,1992,1,Winter
Finn Helgesen,93639,Norway,Speed Skating,1948,1,Winter
Fiona Lesley Smith (-Bell),223505,Canada,Ice Hockey,1998,1,Winter
Fiona MacDonald (Brown-),145183,Great Britain,Curling,2002,1,Winter
Flemming Davanger,49569,Norway,Curling,2002,1,Winter
Florence  Andre Isabelle Baverel-Robert,16495,France,Biathlon,2006,2,Winter
Florence Masnada (-Aubonnet),151726,France,Alpine Skiing,1992,2,Winter
Florence Schelling,212536,Switzerland,Ice Hockey,2014,1,Winter
Florence Steurer (-Penz),229155,France,Alpine Skiing,1972,1,Winter
"Floyd ""Butch"" Martin",150548,Canada,Ice Hockey,1956,2,Winter
France St. Louis,227048,Canada,Ice Hockey,1998,1,Winter
"Frances Helen Dafoe (-Melnik, -Bogin)",48104,Canada-1,Figure Skating,1956,1,Winter
"Francesco ""Franco"" Nones",172772,Italy,Cross Country Skiing,1968,1,Winter
"Francis Augustus ""Frank"" Nelson, Jr.",169499,United States,Ice Hockey,1932,1,Winter
"Francis Cornelius ""Frank"" Sullivan",231945,Canada,Ice Hockey,1952,1,Winter
"Francis Gerald ""Frank"" Sullivan",231946,Canada,Ice Hockey,1928,1,Winter
"Francis James ""Frank"" Spain",226107,United States,Ice Hockey,1936,1,Winter
"Francis John ""Frank"" Shaughnessy, Jr.",217719,United States,Ice Hockey,1936,1,Winter
Francis Paul Stevens,229213,United States-2,Bobsleigh,1932,1,Winter
"Francis William ""Dinty"" Moore",162592,Canada,Ice Hockey,1936,1,Winter
"Francis William ""Frank"" Tyler",245511,United States-2,Bobsleigh,1948,1,Winter
Francisco Fernndez Ochoa,68325,Spain,Alpine Skiing,1972,1,Winter
Franciszek Gsienica Gro,76718,Poland,Nordic Combined,1956,1,Winter
Franck Piccard,188263,France,Alpine Skiing,1988,3,Winter
Frank Allan Synnott,233802,United States,Ice Hockey,1924,1,Winter
Frank Luck,143543,Germany,Biathlon,1994,5,Winter
"Frank Raymond Stubbs, Jr.",231035,United States,Ice Hockey,1936,1,Winter
Frank Roland Stoltz,229946,Sweden,Ice Hockey,1964,1,Winter
Frank Stack,227130,Canada,Speed Skating,1932,1,Winter
Frank Ullrich,246134,East Germany,Biathlon,1976,4,Winter
Frank-Christian Wrndl,263000,West Germany,Alpine Skiing,1988,1,Winter
Frank-Peter Roetsch,202904,East Germany,Biathlon,1984,3,Winter
"Franklin ""Frank"" Farrel, III",66729,United States,Ice Hockey,1932,1,Winter
"Franklyn Bonn ""Frank"" Sanders, Jr.",209766,United States,Ice Hockey,1972,1,Winter
"Franklyn Wood ""Frank"" Fisher",69852,Canada,Ice Hockey,1928,1,Winter
Franois Bonlieu,25301,France,Alpine Skiing,1964,1,Winter
Franois Hamelin,89274,Canada,Short Track Speed Skating,2010,1,Winter
Franois Louis Drolet,58772,Canada,Short Track Speed Skating,1998,1,Winter
Franois-Louis Tremblay,243216,Canada,Short Track Speed Skating,2002,5,Winter
Frantiek Gregor,84046,Czechoslovakia,Ice Hockey,1964,1,Winter
Frantiek Je,108253,Czechoslovakia,Ski Jumping,1992,1,Winter
Frantiek Kaberle,111630,Czech Republic,Ice Hockey,2006,1,Winter
Frantiek Kuera,128204,Czech Republic,Ice Hockey,1998,1,Winter
Frantiek Pospil,191952,Czechoslovakia,Ice Hockey,1968,3,Winter
Frantiek Prochzka,193437,Czechoslovakia,Ice Hockey,1992,1,Winter
Frantiek Tikal,240061,Czechoslovakia,Ice Hockey,1964,1,Winter
Frantiek ernk,37779,Czechoslovakia,Ice Hockey,1984,1,Winter
Frantiek evk,216990,Czechoslovakia,Ice Hockey,1968,1,Winter
Franz Bernreiter,20392,West Germany,Biathlon,1980,1,Winter
Franz Kapus,113267,Switzerland-1,Bobsleigh,1956,1,Winter
Franz Keller,115498,West Germany,Nordic Combined,1968,1,Winter
Franz Kemser,115816,Germany,Bobsleigh,1952,1,Winter
Franz Klammer,120608,Austria,Alpine Skiing,1976,1,Winter
Franz Pfnr,187822,Germany,Alpine Skiing,1936,1,Winter
Franz Reindl,198681,West Germany,Ice Hockey,1976,1,Winter
Franz Schachner,212164,Austria-1,Luge,1976,1,Winter
Franz Wembacher,258832,West Germany-1,Luge,1984,1,Winter
Franz X. Gabl,74400,Austria,Alpine Skiing,1948,1,Winter
Franziska Michaela Schenk,212565,Germany,Speed Skating,1994,1,Winter
Frdric Blackburn,22821,Canada,Short Track Speed Skating,1992,2,Winter
Fred Anton Maier,146711,Norway,Speed Skating,1964,4,Winter
Fred Brre Lundberg,144003,Norway,Nordic Combined,1992,4,Winter
"Frederick Charles ""Charlie"" Delahey",52910,Canada,Ice Hockey,1928,1,Winter
"Frederick Joseph ""Fred"" Fortune, Jr.",71477,United States-2,Bobsleigh,1948,1,Winter
"Frederick Joseph ""Freddie"" McEvoy",154387,Great Britain,Bobsleigh,1936,1,Winter
"Frederick Keith ""Fred"" Etcher",65162,Canada,Ice Hockey,1960,1,Winter
Fredrik Jan Elis Norrena,173060,Finland,Ice Hockey,2006,1,Winter
Fredrik Jan-Ove Stillman,229530,Sweden,Ice Hockey,1994,1,Winter
Fredy Glanzmann,80180,Switzerland,Nordic Combined,1988,1,Winter
Frida Margareta Nevalainen,170177,Sweden,Ice Hockey,2006,1,Winter
Frieda Dnzer (-Brunner),49172,Switzerland,Alpine Skiing,1956,1,Winter
"Friederike ""Fritzi"" Burger (-Nishikawa-, -Russell)",32151,Austria,Figure Skating,1928,2,Winter
"Friedrich ""Fritz"" Fischer",69691,West Germany,Biathlon,1984,3,Winter
"Friedrich ""Fritz"" Kuhn",128518,Germany,Bobsleigh,1952,1,Winter
"Friedrich ""Fritz"" Waller",256033,Switzerland-2,Bobsleigh,1948,1,Winter
"Friedrich Hermann Heinrich ""Fritz"" Kraatz",126233,Switzerland,Ice Hockey,1928,1,Winter
Fritz Feierabend,67421,Switzerland-2,Bobsleigh,1936,5,Winter
Fritz Nachmann,167202,West Germany-1,Luge,1968,1,Winter
Fritz Strobl,230706,Austria,Alpine Skiing,2002,1,Winter
Frode Andresen,7362,Norway,Biathlon,1998,3,Winter
Frode Estil,65094,Norway,Cross Country Skiing,2002,4,Winter
Frode Rnning,205433,Norway,Speed Skating,1980,1,Winter
Fulvio Valbusa,247390,Italy,Cross Country Skiing,1998,2,Winter
Fyodor Aleksandrovich Klimov,121172,Russia-2,Figure Skating,2014,2,Winter
Fyodor Mikhaylovich Terentyev,237817,Soviet Union,Cross Country Skiing,1956,2,Winter
Fyodor Petrovich Simashov,220263,Soviet Union,Cross Country Skiing,1972,2,Winter
Gabriel Ingemar John Landeskog,131761,Sweden,Ice Hockey,2014,1,Winter
Gabriel Maurice Mandrillon,148195,France,Military Ski Patrol,1924,1,Winter
Gabriela Soukalov (-Koukalov),225707,Czech Republic,Biathlon,2014,2,Winter
Gabriela Svobodov-Sekajov (-Soukalov),233340,Czechoslovakia,Cross Country Skiing,1984,1,Winter
"Gabriele ""Gabi"" Zange-Schnbrunn",267745,East Germany,Speed Skating,1984,3,Winter
"Gabriele Seyfert (-Rger, -Messerschmidt, -Krner)",217071,East Germany,Figure Skating,1968,1,Winter
Gabriella Paruzzi,182729,Italy,Cross Country Skiing,1992,5,Winter
"Gabrielle Rose ""Rosey"" Fletcher",70360,United States,Snowboarding,2006,1,Winter
Galina Alekseyevna Kukleva,128679,Russia,Biathlon,1998,3,Winter
Galina Alekseyevna Kulakova,128719,Soviet Union,Cross Country Skiing,1968,8,Winter
Galina Andreyevna Stepanskaya,228968,Soviet Union,Speed Skating,1976,1,Winter
Galina Vladimirovna Likhachova,139024,Russia,Speed Skating,2006,1,Winter
Gang Yun-Mi,75538,South Korea,Short Track Speed Skating,2006,1,Winter
Garrett Hines,96174,United States-1,Bobsleigh,2002,1,Winter
Gary Lee Suter,232663,United States,Ice Hockey,2002,1,Winter
Gatan T. Boucher,26775,Canada,Speed Skating,1980,4,Winter
